0;1
Devin Booker;12.0
Lou Williams;12.0
Bradley Beal;12.0
Ish Smith;11.0
Elfrid Payton;11.0
Markelle Fultz;11.0
Bogdan Bogdanovic;10.0
Evan Fournier;10.0
Jamal Murray;10.0
Shaquille Harrison;9.0
DeAndre' Bembry;9.0
Troy Brown Jr.;9.0
Davis Bertans;8.0
Seth Curry;8.0
Landry Shamet;8.0
Kyle Korver;8.0
Joe Harris;8.0
Buddy Hield;7.0
Eric Gordon;7.0
Tim Hardaway Jr.;7.0
Tony Snell;6.0
Jared Dudley;6.0
Ryan Arcidiacono;6.0
Kris Dunn;5.0
Michael Carter-Williams;5.0
De'Anthony Melton;5.0
Dillon Brooks;4.0
Shabazz Napier;4.0
Aaron Holiday;4.0
Dion Waiters;4.0
Avery Bradley;4.0
Eric Bledsoe;3.0
Jrue Holiday;3.0
Goran Dragic;3.0
Dewayne Dedmon;2.0
Daniel Theis;2.0
Gorgui Dieng;2.0
Willie Cauley-Stein;2.0
Dwight Powell;2.0
Kevon Looney;2.0
Cristiano Felicio;2.0
Nerlens Noel;2.0
JaMychal Green;2.0
Bismack Biyombo;2.0
Cody Zeller;2.0
Khem Birch;2.0
John Henson;2.0
Jordan Bell;2.0
Ian Mahinmi;2.0
Taj Gibson;2.0
Aron Baynes;2.0
Robin Lopez;2.0
Delon Wright;1.0
Nicolas Batum;1.0
James Johnson;1.0
Dario Saric;0.0
Rodney Hood;0.0
Brandon Ingram;0.0
Jerian Grant;0.0
Kevin Huerter;0.0
Glenn Robinson III;0.0
Jerami Grant;0.0
Ersan Ilyasova;0.0
Danuel House;0.0
Gary Harris;0.0
Justin Holiday;0.0
Jeff Green;0.0
Maurice Harkless;0.0
Solomon Hill;0.0
George Hill;0.0
Tobias Harris;0.0
Josh Hart;0.0
Mario Hezonja;0.0
Terrence Ross;0.0
Juan Hernangomez;0.0
Austin Rivers;0.0
Maxi Kleber;0.0
Josh Richardson;0.0
Alfonzo McKinnie;0.0
Brook Lopez;0.0
Timothe Luwawu-Cabarrot;0.0
Trey Lyles;0.0
